device_id,fold
-8556957033165979792,6
4603814831359865578,7
-2441997096530002111,8
-6877287750680911522,9
5993353186365951031,10
-429243268324577775,1
8068167578165647993,2
-476136805185072151,3
2239743897399916630,4
-6352016173918609049,5
-1225265882896385622,6
6103442463969172338,7
6607167843813496848,8
7567769845262808695,9
-6575679788532858282,10
-8373775120252184104,1
-3060960912794428756,2
-2263386497719973834,3
2425712196469098015,4
5819828849011388017,5
-4303306460426303766,6
-3151287449207977360,7
-6908175429289823652,8
7283212553045812974,9
3455329865379031063,10
8122538296654843910,1
6545829736541135762,2
-1352971490438520298,3
1830977800029584826,4
7589944181455401696,5
-4562868606216655042,6
-8267593724208020595,7
-4462949239456847644,8
8139979595744739956,9
4489130943120478197,10
7855796739862822440,1
-7232119701913724901,2
2916492334541429963,3
-8556224142279945015,4
8212624264342837651,5
5746873171138935874,6
-1889033480958016238,7
2195335594844094753,8
3307527014822292766,9
-7994663434773874663,10
4474091956427439415,1
-4100601935100144456,2
-8345182684710435434,3
4919779603258636370,4
-1954607149185073844,5
1756263286013259682,6
9207787349472356557,7
5688826388913067086,8
3934934395617094031,9
1356097039154028040,10
6239423502551981723,1
-6188687531249685859,2
-5762038527485744367,3
9184963992247652631,4
-7052719623154709360,5
5497917570934923139,6
5199501260865897629,7
4817078779940161981,8
-51750163801907850,9
1111484923755793372,10
4100316791460108477,1
-1891588492640041559,2
6531672631308745261,3
7766418226696443142,4
3821765784939856800,5
8427667165276516409,6
-5424968430956426798,7
-7324369287810342925,8
-1686327245264629942,9
-920676380266502164,10
-3132167788374472541,1
2566965360077727779,2
6341873412278035467,3
283151695342775598,4
-2405582520624040607,5
6452262489405534657,6
-3654173299440079718,7
-5533049833247758243,8
8567125034063848708,9
3129094543007770603,10
8802247658835316864,1
-6896857513293590628,2
7099572251426077823,3
4169579345658395579,4
-320934505147790930,5
-3711568206807815381,6
-2514012772375917529,7
4360315587716027479,8
-7783426489126424162,9
6901454746287513697,10
991137519522277857,1
2816058300929426287,2
-7284154769153384474,3
72619722599122472,4
-1633084237568254787,5
266598286759225880,6
-6403572455003976570,7
7504679594395103702,8
4789204688675568150,9
-2726030791460218136,10
-6777739487963556282,1
8429238081983048014,2
7105286326770848100,3
7825425485977209626,4
-5462293806292385274,5
-1847317782088679119,6
5615244592642498159,7
4871684940984050877,8
8497952435614723307,9
3608732192276702589,10
8512805238634502234,1
-1562096238246403266,2
-3164037806420057128,3
-3430460284808041981,4
4782818509742237099,5
-2801576702987903744,6
8525424737557216450,7
4899921266881369610,8
8336949864011006855,9
-5600730878380485214,10
-2470383375942730835,1
8737555301670840212,2
-2289980470972914582,3
8249445891956836787,4
6162372511985048741,5
-3282973596598697750,6
-8263208485823447044,7
-9177698159910455532,8
5203430653181720743,9
356520478854373064,10
7678236292142484082,1
492533159890295341,2
-4893865424406334764,3
-6864731714065740021,4
-22473684698194950,5
473071926003296712,6
-5729489580637816452,7
-7345618372322051389,8
1208777562949892492,9
385823142853736548,10
-4735382375325691891,1
-4417546389678328866,2
-295437681750492352,3
1557837677453886064,4
8325412457274125679,5
989663811919883179,6
8283059944440954104,7
-4950499031450221003,8
8659293525381562711,9
5491270369830480293,10
2877482175246871880,1
-2451484506636622166,2
3099930789019940676,3
-5316473273801260378,4
-6072435932733730305,5
1244924161226799900,6
-8170146072812130676,7
7837307528716148320,8
-1356902156255252339,9
-3898045713019773074,10
-3307135362322431632,1
4057329207163324453,2
-1315678062659181276,3
6680563250977345388,4
7469255792590954984,5
-1668558797524371503,6
-797597256965011700,7
-333661782897496896,8
-3216501563050439320,9
-1526622617359361955,10
7491319753979859549,1
1228607175978508824,2
-8519318732470795928,3
7651091592968734555,4
8556982416315216185,5
5953817662862883781,6
7781851798734733403,7
-5642148977702922033,8
-6629944130878284064,9
4689994512548055605,10
-1727737396078297139,1
-6381794413390699399,2
7729148314349457415,3
-1843450627111946877,4
-212191571026065176,5
-7204440477456772063,6
-3293430962013612634,7
-1701191455664527266,8
-9008782116598554138,9
-9170975645986902037,10
-3222540460345564171,1
-6527390788320723217,2
-1012430198114507471,3
-5926113374593677418,4
-2514431717601449853,5
7853842154200083534,6
3812807856177764023,7
-5238266931153652068,8
-5175023799434636793,9
-2506093401230353546,10
2266863185840545980,1
-3927753740422355517,2
6038400330950356320,3
-4861923574095466489,4
5225546985734145250,5
5087686479453039142,6
-3199904022391181984,7
-9015902738711771328,8
-6500915528694486429,9
-8657137191584682458,10
8680799468292419721,1
8597136060207936321,2
8507377938081140935,3
-6962276291057399691,4
-7315337515783864482,5
-8480612723734037982,6
7132583961483928399,7
6494711304418137334,8
-8708762219718085185,9
3499681829978537553,10
-1937027962234299179,1
2287449004006642352,2
5090980568587832805,3
5132236745990365339,4
-4948056472678477615,5
-3620183035368751296,6
-80890961266952041,7
7344017656613380338,8
4044377088870916300,9
1478614427793108417,10
5286209527709504485,1
-7603156713792745674,2
-8948604730896689003,3
-6159616074389647926,4
-6944850403989407181,5
-4289910579121086844,6
5045172159000923818,7
5538639933330181335,8
-7617685151173348252,9
-2703315791470163138,10
-4635718885908872270,1
-6277045911754478960,2
292388422999124365,3
183994177412136222,4
-392191544517964989,5
8967027104934729299,6
-3986205498977516561,7
4896346405754118344,8
3731254510534814503,9
-4457934313456075144,10
3323224665682418080,1
8345589946902328493,2
-157906997610294068,3
1246754910809577814,4
7850151920423137889,5
-7270983555904380477,6
-2032299682594442979,7
5175529330903576144,8
-2752255137220802139,9
8723726386147496851,10
-9213678250910037656,1
5792318609222075939,2
-1653968320381409651,3
-8525062716985904114,4
-4403132331924981466,5
-3038253900541182085,6
4465006065399441590,7
-3921032175008055462,8
-9108166834413909435,9
-5785549517154749158,10
-2117709885776195018,1
-4881520045668814888,2
-3700092966428543372,3
-7263158532285455472,4
5702194120117073420,5
-6364397269546030788,6
-9074342826934852586,7
2450659143939398183,8
4238217942089411968,9
-7360919511180965094,10
4002089199864991468,1
4292022177175958327,2
6393160991781673944,3
795012645021250899,4
-6915154084504417426,5
-8489604100420929617,6
1289101433025172253,7
7243077666234104014,8
-2238086445695076188,9
-6177909895992176604,10
1751625290040289236,1
-4629037064955879374,2
-7324284176025143564,3
8087051474883595330,4
2948104315232918320,5
3560320126855562014,6
-4677998128742123003,7
-4729208424104142676,8
6415778217417706992,9
-4561648003354275269,10
-3140509418035873758,1
-1177466799134942124,2
-198641742246695809,3
6944914800754391213,4
-3839135489065083823,5
4304661718896090612,6
-1745544203255217539,7
3185383259251337516,8
8709729329648745200,9
-4089459697901356877,10
-3571131509140729221,1
-1636404312341089367,2
1529892894882826087,3
5604234051772607345,4
-4219714893664092252,5
-5405351299656191128,6
-1784556665395240487,7
5213450772826267045,8
6194464245323966751,9
3019611849559926139,10
-126811151667286704,1
938978116889819803,2
299312045325153831,3
2466711601874614120,4
2094927442726019075,5
-8930642401447976045,6
5732057807725143697,7
-7169382227706736457,8
3680314059696250025,9
-6665800961536139698,10
441877345956145642,1
2863484854910518423,2
8685137402461450160,3
-3964419412192197704,4
-7844622941193921711,5
-5164592583350861226,6
3495572325559856419,7
-7182550678499820874,8
-370601755158763707,9
-4528176522797597135,10
-4615413518345870134,1
7596469326749714863,2
8374865052050088481,3
-1230759357499231481,4
9085370879774266992,5
-6875187913068327978,6
1551354833940960184,7
-6261849137012046332,8
-5296795768198244286,9
-8556583065568226895,10
9173419884739006121,1
-8480830654134927996,2
-2682982574885173561,3
7422036246785802496,4
-2153561487650750072,5
-7688390095326532667,6
-2978482061475618060,7
-3229116812260149082,8
-7762100339770620288,9
512945437368329395,10
-2352726808990948544,1
-8149881555692024541,2
8927089073015431276,3
75631620137897594,4
-2314677008601823213,5
4141326296733717090,6
2078044180018472445,7
5310886374376182041,8
-4705996597881539937,9
-5440836338172671216,10
2230700073158645085,1
8327465129842428308,2
9000385776693100971,3
-2770314395075287902,4
-7653657508180465398,5
6644827972655619368,6
5006519807778849181,7
4921221838964047891,8
-650585375504940499,9
-4792445877878660702,10
-8778262627556792908,1
-545493082770787080,2
7535639195143917861,3
-3090965534270038142,4
5892052546118206482,5
4593149444002820758,6
7458466907666102967,7
6018163012436422032,8
6233609481077501840,9
-4524657025127131391,10
-2067643947294814254,1
-3597376403932307879,2
8723484922751483608,3
5072498643140687486,4
-6883627633346026582,5
4645564429932581008,6
5772967475457248372,7
11491559839923177,8
2897803043810444591,9
3455763303588195724,10
5636655868671510285,1
-2399849943257103099,2
-8449190212700577182,3
4237881999954706414,4
-942874512212895387,5
-1091743894016839917,6
-6090361071090906429,7
1655521335262384842,8
-4619521525897163402,9
-1906986247026168838,10
-1524620065043482090,1
2789012635597617994,2
1884984568474386844,3
-3292755804342234051,4
-2139499450586537952,5
7075974216403243975,6
3641966503153974754,7
7737430416568123421,8
3172030879897313537,9
-3240020606946795006,10
2648371269710737880,1
-5341793018818794794,2
8045582653345511562,3
-1789029161712009407,4
-7956104163881573966,5
-4097238007335916520,6
-5916080241995108036,7
540898254824368423,8
-4084881998406720198,9
5961561254057327299,10
-7999485929490178797,1
-98557584186466297,2
7299712923300252682,3
8453762358102500950,4
6140178313604769546,5
5621706890805001399,6
-3285649088422893420,7
-6499290225990826163,8
288881149390144945,9
4057339118624580405,10
3947943388739990023,1
1564065307629078557,2
7464265790984438610,3
8070837241765327605,4
-8558690772835224981,5
-7175885325111163622,6
-2107177132625990978,7
2794410900816430361,8
3709551579376485441,9
-868838219880011731,10
6563167257361207822,1
3946763831467232914,2
-3863112879779387686,3
9020715183424321286,4
-6337988875224541457,5
2986431719901851879,6
-742708778000426136,7
1130745937617286892,8
1324222700406432150,9
8016177549145576665,10
-6105704784642767091,1
-5262365063654329174,2
-8034770349159110782,3
-2826059029425816638,4
-4389989531068298199,5
1529309126550940403,6
3189907051064916952,7
5605080331284238333,8
-4532341124204303610,9
5544214816402774759,10
-571395393495584556,1
3471406409634935779,2
-367289204507809713,3
189642775592583204,4
-6045248283511637691,5
5885184459706711353,6
-3804087105511434561,7
-5908533907096148598,8
9021384742174579452,9
-5104856548201158279,10
-7886159547783557940,1
1725092316613263668,2
3519487579016674864,3
-1758924461795096013,4
-4530795812534793525,5
-7043348207868670866,6
-6041868883745743910,7
-4313973885275516874,8
159734429853764258,9
-1893279576416638880,10
7883706241041103390,1
-7844335342344947936,2
8004198698814460411,3
3548454186813732854,4
3770661194853437845,5
-2841824940004674668,6
-1473101449144913460,7
-5400569397250470035,8
6460317435532859295,9
1762536645191130532,10
-742160456059342382,1
2200147553656489505,2
7124864322108712731,3
2611201227205732947,4
-6775966815919571880,5
-8595085762659285921,6
7050098611927002913,7
-3008449940158652340,8
3945821013926918023,9
6393760196638952234,10
6911186013057186065,1
9100147306947327290,2
5797471751550052055,3
-6643991465200031967,4
6964078323932293168,5
-3895674232181253349,6
8197710894118369547,7
-986417947024495226,8
-1542962949322761093,9
7537235818560434700,10
2007242844289494999,1
-7686682899782214004,2
5066730684218632810,3
7043155155242973440,4
2450350084517153299,5
8251004744628997955,6
8886962191829501435,7
3104713967976642221,8
3366501425158615577,9
156446195905022953,10
6963718495024247815,1
4487486133460211221,2
-6432835267549498714,3
1308043969397661542,4
2420549306889326478,5
4088534098292472411,6
-6862324224148359300,7
-8038657548573574301,8
6826127593897520806,9
1609613505870460841,10
-3105679878445525496,1
-2754054230942910206,2
-8738891133391106114,3
6233132311359663813,4
1033285044483408637,5
-3906657589166749773,6
-5918936225217682998,7
935646628527238063,8
-5933719272299026158,9
916184131728788640,10
-7693903281092130363,1
3874051967316859590,2
-4356389851347234502,3
-6232165350263795028,4
1572224616888742619,5
-2736196264057454125,6
-4162054152257053524,7
3472025964417973703,8
-665471395945431042,9
2373336036969056899,10
-7220219171087815969,1
6915406113064580567,2
1818824463636452445,3
6742347453091207559,4
-5635151986395077713,5
5558669480004989157,6
4011258253148074789,7
-7901375880057779645,8
4433823343301548162,9
7736002171674129455,10
4028284481284361011,1
3425774699759823986,2
2120882215122395238,3
-3566121749976519065,4
-7930871806207257534,5
-1604755958986174417,6
5897223222170847959,7
-7025123265318436019,8
6498726171240697765,9
8808014748739913629,10
-9127581760751230479,1
-7871729397357532092,2
-8230566752735715078,3
1403718229892033842,4
-2180625304263494627,5
-820764418421216513,6
3773268016946133162,7
6523804839608177516,8
-3128312906543554897,9
6593328017983389984,10
6313941911536324364,1
5572905202182981126,2
7512385378998425236,3
-8563428242815611719,4
8089988288812957098,5
1615473138203334405,6
1323260169867365799,7
-3663568202459459303,8
-963347552818797750,9
-339017850566503261,10
-7268694424924501555,1
-5440045828799134168,2
-1417780385059202509,3
-3758671953780799960,4
-5778600911732361805,5
-3300282771940051439,6
-6966883855082100809,7
-8660995525658735112,8
-2542996750539426657,9
-3927651591152809658,10
-1517017432832298945,1
2342297241480614129,2
3741392140702590504,3
2984796713683958585,4
6211072885434268747,5
-3198350853828031835,6
-1040897625788500880,7
5785961807393393111,8
-29449564280871372,9
-3387327590617323684,10
1993890841402114395,1
5642804286518136347,2
5266966172476176462,3
-2462223391842691968,4
6821649351605887971,5
1731187936094637920,6
-3918696862298577046,7
1684955463337167316,8
3609638605828138097,9
2403890045857851360,10
-1795009834617760293,1
-4334152245179804385,2
-983926175014985488,3
-8562480488339558642,4
-6901678500015014222,5
-2010019061312728589,6
-7609853621255964828,7
-3777365759755671971,8
-6129604866402642954,9
5498749445780192519,10
6814175686717415187,1
1852193788246034826,2
-6909362833549467646,3
3091682535641271690,4
5048077456995290494,5
-7383024747331946725,6
8224237134654371775,7
-6452921861285580339,8
2739364200758257859,9
5924389526240849438,10
5657796283864762736,1
-7786976339359613515,2
2330714609304352315,3
-9155869679964634067,4
8820671633744451646,5
-7803245932194973310,6
5271819890506748780,7
-6470671386277650773,8
-2938523074585445721,9
-1623832657368099791,10
1437362811474189948,1
-1103456665361350756,2
-2604355823487372307,3
1515454931904078797,4
-6196314809313599046,5
-5197555518862098688,6
3764610396456912015,7
-5375155494253838850,8
-2862011648773852705,9
-281080513385405695,10
-6155429138757907416,1
-177477721367268772,2
-7603634268456088748,3
1855517938227216215,4
-4631359996354822194,5
-6380105473597333626,6
-5079654337327320124,7
4235045702755961311,8
-7516713034711112485,9
-6541698213880552357,10
2882106896103777409,1
474666997257899131,2
1952265452514705627,3
8790880180086329447,4
-5631656456113245584,5
7416504058306890841,6
7182346104143692228,7
16479721132050512,8
6286513391775922789,9
-8077529931015057387,10
-785072887414320524,1
911391211924474861,2
2455732941509356807,3
5375599021847302819,4
-6258556280002800226,5
-7905712825195576748,6
-2417746855733544354,7
-689907571407449919,8
-4850411371516437378,9
-158963524395385784,10
-1000572055892391496,1
7260713795015420314,2
5482186184736700726,3
-2255246711405328068,4
762462623303258413,5
8709494280845762110,6
4233544277904199734,7
7635874187288414774,8
-468498769378142758,9
8676316069513889487,10
9056220469110129981,1
-6623383560645065713,2
3411152677026312493,3
6817329384733471061,4
-8058618758636369933,5
3957175675031762361,6
6586452912831395943,7
-5773059331870951296,8
3002991391594158206,9
-7588749723367209987,10
-9173038409778763190,1
96925505786556226,2
-125991395706575578,3
-8754252613397223842,4
-3797811098196106267,5
-8836255656085747205,6
1249221139036673614,7
5071300515280941616,8
-5650521596161609921,9
-1986568676939977920,10
6415472390178440189,1
3546138860427474846,2
-397180211220135217,3
-5161222644511248866,4
1058998622078541571,5
-2158604421517995519,6
-4101993082452920571,7
5670486956864324718,8
-7394570643580071348,9
3650807967073628197,10
-2310462780396450907,1
1388517934619600143,2
8891865910171510002,3
-1630263659275514566,4
2372069741949028532,5
8533431322537859229,6
2689483987449250449,7
8969660400584227016,8
-1373330275853675880,9
-1866577548965315905,10
7520687516278212922,1
-5906659454068178516,2
4003591541977360992,3
-753294822914732594,4
5572507178489381068,5
7512898712613478689,6
3004061177195570882,7
5782861978529556805,8
6490428404389122436,9
-7249366241106905702,10
7367799470042721919,1
927000092234988332,2
3678859982645875240,3
9089127937118006259,4
